Time,ID,x,y
0,0,0.005224536393372975,0.4235048359253124
0,1,0.005128516914673604,-0.2482332040955424
0,2,0.004924614674465696,-0.15416759081922815
0,3,0.0050439126563590776,0.08691996106939615
0,4,0.004803870956856089,-0.4195490464504016
0,5,0.005232163557460921,-0.43711346257207406
0,6,0.004942940108087841,0.11593689006699515
0,7,0.004875027110633805,0.2601363145462213
0,8,0.004907602650933725,-0.19009442196185833
0,9,0.005212932714753945,0.402717259491859
0,10,0.00483355266968112,-0.3519005119451579
0,11,0.0049019566338667315,0.20211426735138727
0,12,0.005063229534291778,0.12438436912822193
0,13,0.005058887462877086,-0.11599739335783044
0,14,0.004964181616230392,0.07220282582753879
0,15,0.004942279861772085,-0.11730609769574063
0,16,0.005011172407632241,0.022488632088300764
0,17,0.00513456502047465,-0.2595032070069856
0,18,0.005198570417259897,0.3768445184280885
0,19,0.005252850052306021,-0.4738079413458042
1,0,0.01043801149861744,0.423239806373585
1,1,0.010246929794630655,-0.24798999907999444
1,2,0.009840959064371789,-0.15436447814881177
1,3,0.0100785144028403,0.08669594031866457
1,4,0.009600435300049458,-0.4197180678289938
1,5,0.010453187136976856,-0.43684669467054055
1,6,0.009877455882204518,0.1161379610953856
1,7,0.009742190411408409,0.26032183210366183
1,8,0.009807076167520084,-0.19028741751964998
1,9,0.010414923102411294,0.40245487299710325
1,10,0.009659569999920514,-0.3520764464100092
1,11,0.009795830585137033,0.20230596939654488
1,12,0.0101169711592608,0.12415596822299964
1,13,0.010108327011833229,-0.11576997693272796
1,14,0.009919757722216822,0.0724087369904191
1,15,0.00987614097599732,-0.11750701812810456
1,16,0.010013328443927952,0.022272039737642
1,17,0.010258967518536756,-0.2592586297839714
1,18,0.010386344492688368,0.3765854008276772
1,19,0.01049434471466789,-0.47353645416853035
2,0,0.015629107708700154,0.4227333807860225
2,1,0.015345492324692922,-0.2475248370118532
2,2,0.01474232704793714,-0.15474180033213586
2,3,0.01509536871400993,0.08626711593749703
2,4,0.014384602678285353,-0.4200423637016165
2,5,0.0156516244056899,-0.43633698579307456
2,6,0.014796584137892631,0.1165232327149167
2,7,0.014595463654986075,0.26067753515430353
2,8,0.01469195025323802,-0.19065734221398878
2,9,0.015594848284051391,0.40195344041045594
2,10,0.01447257689314373,-0.3524139099916676
2,11,0.014675229227021856,0.2026734347925659
2,12,0.015152495395825876,0.12371884170653975
2,13,0.01513965533116599,-0.11533471611246578
2,14,0.014859463215583051,0.07280320153732647
2,15,0.014794629474641443,-0.1178920036533945
2,16,0.014998519937044982,0.021857302638001754
2,17,0.015363364882053369,-0.2587908709475332
2,18,0.01555243851761014,0.37609014510911587
2,19,0.015712685600164856,-0.473017834314435
3,0,0.020789465798616295,0.42200752198759933
3,1,0.02041695651922191,-0.24685746367240197
3,2,0.01962365990355661,-0.15528427093938652
3,3,0.02008816416438059,0.08565134555591722
3,4,0.01915250129103888,-0.4205091643495372
3,5,0.02081902567146361,-0.43560647846346734
3,6,0.019695078894365586,0.11707702973663381
3,7,0.019430285423644687,0.2611891794439956
3,8,0.019557338344896896,-0.1911892687059248
3,9,0.020744486048348068,0.401234652207998
3,10,0.01926841732195003,-0.35289952046829637
3,11,0.01953532277553058,0.2032018550081127
3,12,0.020163280501113427,0.12309127324259084
3,13,0.020146398134888784,-0.1147097985429666
3,14,0.019777832710053875,0.07337009100320707
3,15,0.019692506156259407,-0.11844539312540525
3,16,0.019960787170783256,0.021261562821654367
3,17,0.020440440644767407,-0.25811981352645286
3,18,0.02068879883156348,0.3753801063715668
3,19,0.020899176025231732,-0.4722747144418487
4,0,0.02591311160905406,0.42108249388218427
4,1,0.025456096722950648,-0.2460061130151787
4,2,0.024481243734422505,-0.15597775155878238
4,3,0.02505231561524437,0.0848651310264546
4,4,0.023901258964363684,-0.4211066497909652
4,5,0.025949356371638626,-0.43467560093513535
4,6,0.024569094927660837,0.11778485605876168
4,7,0.02424329250512527,0.2618435860363213
4,8,0.024399647629206184,-0.19186938908309864
4,9,0.02585795386868488,0.4003185231548209
4,10,0.02404401605061831,-0.3535208931663168
4,11,0.024372558425069506,0.2038775315011682
4,12,0.025144596709568357,0.12229015576812997
4,13,0.025123858251211644,-0.11391202903332018
4,14,0.02467086760466124,0.07409449238834524
4,15,0.024565930544511966,-0.1191527033607308
4,16,0.024895787905239743,0.02050066490787006
4,17,0.02548492266928517,-0.2572638172614409
4,18,0.02578965588296217,0.37447499249705746
4,19,0.026047616916889456,-0.4713279709314949
5,0,0.030583757172778652,0.4200665549282497
5,1,0.03045931160209408,-0.24498754114188054
5,2,0.02946677409295185,-0.15683577056877704
5,3,0.029984630113906598,0.083923655590146
5,4,0.029045783905371183,-0.42188717112850405
5,5,0.031038512002959984,-0.4335630957505039
5,6,0.029532416195080555,0.11865374893325296
5,7,0.029291316923099775,0.262671094521716
5,8,0.029216335400735927,-0.19268497489892858
5,9,0.03093124074585394,0.3992234219946651
5,10,0.029147234189447514,-0.3543215198277332
5,11,0.029386196616632464,0.20472181430633554
5,12,0.02997260192575263,0.12135439416435824
5,13,0.029956457083470077,-0.11297856080812756
5,14,0.029535756692199804,0.07496266900405242
5,15,0.029530044074250132,-0.12002120798007394
5,16,0.02980048637071351,0.019589194205336873
5,17,0.030240262012856935,-0.25629146785726015
5,18,0.030851068473520826,0.3733928946470322
5,19,0.03069308370125782,-0.47029881852650235
6,0,0.03529715577154215,0.4192952075264981
6,1,0.03542429374041985,-0.24381708862327103
6,2,0.034490952902962106,-0.15739343500546651
6,3,0.03488302881974898,0.0828408426987485
6,4,0.03422571104843582,-0.4223388198883714
6,5,0.03608391676391615,-0.43228608631038534
6,6,0.03453477741739077,0.11922624443339785
6,7,0.03437680656166029,0.2631870808483686
6,8,0.03400570545488506,-0.19362432426905696
6,9,0.035961819605450064,0.3979661372278672
6,10,0.03428677263735436,-0.3548007174844671
6,11,0.03443796596088059,0.20526072586786578
6,12,0.0348417015232443,0.12069102424338139
6,13,0.034830089950007345,-0.11231829684246872
6,14,0.0343706430637813,0.07596200505293109
6,15,0.034533183854839354,-0.12059317415737034
6,16,0.03467289415954768,0.01854053415370816
6,17,0.03503756117873418,-0.2555786688009344
6,18,0.035870546250483436,0.3721503524509552
6,19,0.035381493471919545,-0.469509806062106
7,0,0.04003820714824008,0.4187509311287397
7,1,0.04034975707394584,-0.24250876004729818
7,2,0.03953420045756785,-0.1576741340347948
7,3,0.039746316879928155,0.0816294278818703
7,4,0.03941911020082607,-0.4224883062215129
7,5,0.04108419377273429,-0.43086016665734467
7,6,0.03955692244006871,0.11952528785689444
7,7,0.03947926495741047,0.2634162091604804
7,8,0.03876673875357405,-0.1946767014187244
7,9,0.040948328579848155,0.39656196491812284
7,10,0.039441317571922756,-0.3549843088399376
7,11,0.039507875574080344,0.2055182240177352
7,12,0.03973458530521392,0.12027970404301626
7,13,0.039727381302975456,-0.11191080957158053
7,14,0.03917443064316373,0.07708094055835146
7,15,0.03955608220998941,-0.12089156294213836
7,16,0.039511855538291396,0.017366935353704628
7,17,0.039860537291518894,-0.2551064073496863
7,18,0.04084673911684711,0.37076244036101774
7,19,0.04009809468136816,-0.4689438453078842
8,0,0.044794649997298715,0.4184168333968642
8,1,0.04523521330566003,-0.24107531283390776
8,2,0.044581045165954056,-0.15770034603958333
8,3,0.04457399397017306,0.08030103747210533
8,4,0.044608895962230624,-0.42236123922094276
8,5,0.04603889577815319,-0.4292995039305191
8,6,0.04458360564512839,0.11957293753133937
8,7,0.044582585262120014,0.26338216227485767
8,8,0.04349895321668954,-0.19583227257122426
8,9,0.04589031053097094,0.39502480850074073
8,10,0.044594202038427726,-0.3548970684483004
8,11,0.04458016802636828,0.20551732473148113
8,12,0.04463738614896311,0.12010084683167695
8,13,0.044634417186207996,-0.11173643077455872
8,14,0.04394662437221822,0.07830890140773754
8,15,0.044583485458940954,-0.1209384475753781
8,16,0.04431687045170451,0.01607959061088856
8,17,0.044696064378471644,-0.2548563640671185
8,18,0.04577918323564418,0.36924286551940044
8,19,0.044830883332785953,-0.46858445827169604
9,0,0.04955662104787534,0.41827681523858656
9,1,0.05008078946215466,-0.23952834972525455
9,2,0.04961943292214984,-0.1574933784913874
9,3,0.04936609907135253,0.07886626982667069
9,4,0.04978198088089855,-0.42198181261233786
9,5,0.0509482865309926,-0.42761694612701034
9,6,0.04960292142026124,0.11939011193806906
9,7,0.04967430083747085,0.2631073607227381
9,8,0.04820228811753733,-0.19708204093002754
9,9,0.05078800137566111,0.39336728357994005
9,10,0.04973260183311769,-0.3545624228528303
9,11,0.049642602684664076,0.20527983270807698
9,12,0.04953912347160589,0.12013583156054868
9,13,0.049540185061072786,-0.11177646341622786
9,14,0.04868719878458975,0.07963622787718641
9,15,0.04960348267552886,-0.12075476035609019
9,16,0.049087949286252805,0.014688712058422973
9,17,0.049533672371197886,-0.2548111017722755
9,18,0.05066809447691263,0.3676040703817673
9,19,0.04957017900743861,-0.46841593536573856
10,0,0.054737040597343085,0.41831910450751547
10,1,0.054658743155398475,-0.237956796190391
10,2,0.05448188241853426,-0.15708646330865228
10,3,0.05412308389644712,0.07733477604436234
10,4,0.05492854708235763,-0.42137263255814356
10,5,0.05540947109590683,-0.4259729000916777
10,6,0.054605723685904495,0.11899644558224527
10,7,0.05474493841322479,0.2626128054142603
10,8,0.05287700915919731,-0.19841778265444523
10,9,0.05564215901024841,0.39160082293066445
10,10,0.05484684282215682,-0.3540022847164695
10,11,0.05468583638506201,0.2048261893843306
10,12,0.054552234342419244,0.1203728473580194
10,13,0.05454867872035067,-0.11201875206048346
10,14,0.053473387248779224,0.08107725610567015
10,15,0.05460692461620457,-0.12036014838751867
10,16,0.053825494240697935,0.013203607648251181
10,17,0.054621763659604444,-0.2549617776802802
10,18,0.05516602525436763,0.3659828323734837
10,19,0.05477916208672994,-0.46842417535556125
11,0,0.059908530550879496,0.4180951593618975
11,1,0.05932553493027833,-0.23668540449296155
11,2,0.059353954150190145,-0.1569069749921007
11,3,0.05884571017343829,0.07571533817974777
11,4,0.060041428135228316,-0.42055464641828116
11,5,0.05996158690182079,-0.4246120348189563
11,6,0.05958512948680036,0.11841022338041697
11,7,0.05978746686177676,0.26191800889742517
11,8,0.057523630860738174,-0.19983198509566422
11,9,0.060453925808533884,0.3897357785475675
11,10,0.05992981204077305,-0.35323698250093993
11,11,0.05970289489328214,0.20417540536679338
11,12,0.05956678608025944,0.12036399724155475
11,13,0.05955888000162334,-0.11201573827860738
11,14,0.05834349371809705,0.08218752753602583
11,15,0.05958692681535112,-0.11977290793183404
11,16,0.05853020287957229,0.01163275520435234
11,17,0.05970681909934613,-0.2548574482261174
11,18,0.05975427941637988,0.36465010639709494
11,19,0.05997730522554394,-0.4681627117707848
12,0,0.06505936859666221,0.417628438950226
12,1,0.06405630992310442,-0.23569493929312613
12,2,0.0642250538882314,-0.15693680643235788
12,3,0.06353496670638822,0.07401594368786998
12,4,0.06511559006151951,-0.4195471413840835
12,5,0.0645812316100673,-0.4235168882420442
12,6,0.06453609862321429,0.11764837045860066
12,7,0.0647968322443283,0.26104098858401337
12,8,0.062142853378513566,-0.20131778809502826
12,9,0.06522471874290386,0.38778151875756334
