Time,Commitment,Opinion,Neighbors
0,2,2,9
5,2,2;2;2;2;2,9;9;9;9;9
10,2,2;2;2;2;2,9;9;9;10;10
15,2,2;2;2;2;2,10;10;10;10;10
20,2,2;2;2;2;2,10;10;10;10;10
25,2,2;2;2;2;2,10;10;10;10;10
30,2,2;2;2;2;2,10;10;10;10;10
35,2,2;2;2;2;2,10;10;10;11;10
40,1,2;2;2;0;1,10;10;10;11;11
45,1,1;1;1;1;1,10;10;10;10;10
50,1,1;1;1;1;1,10;10;10;10;10
55,2,1;1;1;0;2,10;10;10;10;10
60,2,2;2;2;2;2,10;10;10;10;10
65,2,2;2;2;2;2,10;10;10;10;10
70,2,2;2;2;2;2,10;10;11;11;11
75,1,2;2;2;0;1,11;11;11;11;11
80,1,1;1;1;1;1,11;11;11;11;11
85,1,1;1;1;1;1,11;11;12;13;13
90,1,1;1;1;1;1,13;13;13;13;14
95,1,1;1;1;1;1,14;13;13;13;13
100,1,1;1;1;1;1,13;13;13;13;13
105,1,1;1;1;1;1,13;13;13;13;13
110,1,1;1;1;1;1,13;12;12;12;12
115,1,1;1;1;1;1,12;12;12;12;12
120,1,1;1;1;1;1,12;12;12;12;12
125,1,1;1;1;1;1,12;12;12;12;12
130,1,1;1;1;1;1,12;12;12;12;12
135,1,1;1;1;1;1,12;12;12;12;12
140,1,1;1;1;1;1,12;12;12;12;12
145,1,1;1;1;1;1,12;12;12;12;12
150,1,1;1;1;1;1,12;12;12;12;12
155,1,1;1;1;1;1,12;12;12;11;11
160,1,1;1;1;1;1,11;11;11;11;11
165,1,1;1;1;1;1,11;11;11;11;11
170,1,1;1;1;1;1,11;11;11;11;11
175,1,1;1;1;1;1,11;11;11;11;11
180,1,1;1;1;1;1,11;11;11;11;11
185,2,1;1;1;0;0,11;11;11;11;11
190,1,0;2;2;1;1,12;12;12;11;11
195,1,1;1;1;1;1,11;12;12;12;12
200,2,1;1;1;0;0,12;12;12;12;12
205,1,0;2;2;1;1,12;12;12;12;12
210,1,1;1;1;1;1,12;12;12;12;12
215,1,1;1;1;1;1,12;12;12;12;12
220,1,1;1;1;1;1,12;12;12;12;12
225,1,1;1;1;1;1,12;12;12;12;12
230,1,1;1;1;1;1,12;12;12;12;12
235,1,1;1;1;1;1,12;12;12;12;12
240,1,1;1;1;1;1,12;12;12;12;12
245,1,1;1;1;1;1,12;12;12;12;12
