Time,Commitment,Opinion,Neighbors
0,1,1,7
5,2,1;1;1;2;2,7;7;7;7;7
10,1,2;2;2;1;1,7;7;7;7;7
15,1,1;1;1;1;1,7;7;7;7;7
20,1,1;1;1;1;1,7;7;7;7;7
25,1,1;1;1;1;1,7;7;7;7;7
30,1,1;1;1;1;1,7;7;7;7;7
35,1,1;1;1;1;1,7;7;7;7;7
40,1,1;1;1;1;1,7;7;7;7;7
45,1,1;1;1;1;1,6;6;6;6;6
50,1,1;1;1;1;1,6;6;6;6;6
55,2,1;1;1;0;2,6;6;6;6;6
60,1,2;2;2;1;1,6;6;6;6;6
65,2,1;1;1;0;2,6;6;6;6;6
70,2,2;2;2;2;2,6;6;6;6;6
75,2,2;2;2;2;2,6;6;6;6;6
80,1,2;2;2;0;1,6;6;6;6;6
85,2,1;1;1;2;2,6;6;6;6;6
90,2,2;2;2;2;2,6;6;6;6;6
95,2,2;2;2;2;2,6;6;6;6;6
100,2,2;2;2;2;2,6;6;6;6;6
105,2,2;2;2;2;2,6;6;6;6;6
110,2,2;2;2;2;2,6;6;6;6;6
115,2,2;2;2;2;2,6;6;6;6;6
120,1,2;2;2;0;0,6;6;6;6;6
125,2,1;1;1;2;2,6;6;6;6;6
130,1,2;2;2;0;0,6;6;6;6;6
135,2,1;1;1;2;2,6;6;6;6;6
140,1,2;2;2;0;1,6;6;6;6;6
145,2,1;1;1;2;2,6;6;6;6;6
150,2,2;2;2;2;2,6;6;6;6;6
155,2,2;2;2;2;2,6;6;6;6;6
160,2,2;2;2;2;2,6;6;6;6;6
165,2,2;2;2;2;2,6;6;6;6;6
170,1,2;2;2;0;0,6;6;6;6;6
175,1,0;1;1;1;1,6;6;6;6;6
180,1,1;1;1;1;1,6;6;6;6;6
185,2,1;1;1;0;0,6;6;6;6;6
190,2,2;2;2;2;2,6;6;6;6;6
195,1,2;2;2;1;1,6;6;6;6;6
200,1,1;1;1;1;1,6;6;6;6;6
205,1,1;1;1;1;1,6;6;6;6;6
210,2,1;1;1;0;0,6;6;6;6;6
215,1,2;2;2;1;1,6;6;6;6;6
220,1,1;1;1;1;1,6;6;6;6;6
225,2,1;1;1;0;0,6;6;6;6;6
230,1,2;2;2;1;1,6;6;6;6;6
235,2,1;1;1;0;0,6;6;6;6;6
240,1,2;2;2;1;1,6;6;6;6;6
245,2,1;1;1;0;2,6;6;6;6;6
250,2,2;2;2;2;2,6;6;6;6;6
255,2,2;2;2;2;2,6;6;6;6;5
260,2,2;2;2;2;2,5;5;5;5;5
265,2,2;2;2;2;2,5;5;5;5;5
270,2,2;2;2;2;2,5;5;5;5;5
275,2,2;2;2;2;2,5;5;5;5;5
280,2,2;2;2;2;2,5;5;5;5;6
285,2,2;2;2;2;2,6;6;6;6;6
290,2,2;2;2;2;2,6;6;6;6;6
295,2,2;2;2;2;2,6;6;6;6;6
300,2,2;2;2;2;2,6;6;6;6;6
305,2,2;2;2;2;2,6;6;6;6;6
310,1,2;2;2;0;0,6;6;6;6;6
315,2,0;0;1;2;2,6;6;6;6;6
320,2,2;2;2;2;2,6;6;6;6;6
325,1,2;2;2;0;0,6;6;6;6;6
330,1,0;0;1;1;1,6;6;5;5;5
335,2,1;1;1;2;2,5;5;5;5;5
340,1,2;2;2;1;1,5;5;5;5;5
345,1,1;1;1;1;1,5;5;5;5;5
350,2,1;1;1;0;2,5;5;5;5;5
355,2,2;2;2;2;2,5;5;5;5;4
360,1,2;2;2;1;1,4;4;4;4;4
365,1,1;1;1;1;1,4;4;4;4;4
370,2,1;1;1;2;2,4;4;4;4;4
375,2,2;2;2;2;2,4;4;4;4;4
380,2,2;2;2;2;2,4;4;4;4;4
385,2,2;2;2;2;2,4;4;4;4;4
390,2,2;2;2;2;2,4;4;4;4;4
395,1,2;2;2;0;0,4;4;4;4;4
400,2,0;0;1;2;2,4;4;4;4;4
405,2,2;2;2;2;2,4;3;4;4;4
410,2,2;2;2;2;2,4;4;4;4;4
415,2,2;2;2;2;2,4;4;4;4;4
420,2,2;2;2;2;2,4;4;4;4;4
425,2,2;2;2;2;2,4;4;4;4;4
430,2,2;2;2;2;2,4;4;4;4;4
435,2,2;2;2;2;2,4;4;4;4;4
440,2,2;2;2;2;2,4;4;4;4;4
445,2,2;2;2;2;2,4;4;4;4;4
450,2,2;2;2;2;2,4;4;4;4;4
455,2,2;2;2;2;2,4;4;4;4;4
460,1,2;2;2;0;0,4;4;4;4;4
465,2,0;0;0;2;2,4;4;3;2;2
470,2,2;2;2;2;2,2;2;2;2;2
475,2,2;2;2;2;2,2;2;2;2;2
480,2,2;2;2;2;2,2;2;2;2;2
485,2,2;2;2;2;2,2;2;2;2;2
490,2,2;2;2;2;2,2;2;2;2;2
495,2,2;2;2;2;2,2;2;2;2;3
500,2,2;2;2;2;2,3;3;3;3;3
505,2,2;2;2;2;2,3;3;3;3;3
510,2,2;2;2;2;2,3;3;3;3;3
515,2,2;2;2;2;2,3;3;3;3;3
520,2,2;2;2;2;2,3;4;4;4;4
525,2,2;2;2;2;2,4;4;4;4;4
530,2,2;2;2;2;2,4;4;4;4;4
535,2,2;2;2;2;2,4;4;4;4;4
540,2,2;2;2;2;2,4;4;4;4;4
545,1,2;2;2;0;0,4;4;4;4;4
550,2,0;0;0;2;2,3;3;3;3;3
555,2,2;2;2;2;2,3;3;3;3;4
560,2,2;2;2;2;2,4;4;4;4;4
565,2,2;2;2;2;2,4;4;4;4;4
570,2,2;2;2;2;2,4;4;4;4;4
575,2,2;2;2;2;2,4;4;4;4;4
580,2,2;2;2;2;2,4;4;4;4;4
585,2,2;2;2;2;2,4;4;4;4;4
590,2,2;2;2;2;2,4;4;4;4;4
595,2,2;2;2;2;2,4;4;4;4;4
600,2,2;2;2;2;2,4;4;4;4;4
605,2,2;2;2;2;2,4;4;4;4;4
610,2,2;2;2;2;2,4;4;4;4;4
615,2,2;2;2;2;2,4;4;4;4;4
620,2,2;2;2;2;2,4;4;4;4;4
625,2,2;2;2;2;2,4;4;4;4;4
630,2,2;2;2;2;2,4;4;4;4;4
635,2,2;2;2;2;2,4;4;4;4;4
640,2,2;2;2;2;2,4;4;4;4;4
645,2,2;2;2;2;2,4;4;4;4;4
650,1,2;2;2;0;0,4;4;4;4;4
655,2,0;0;0;2;2,4;4;4;4;4
660,1,2;2;2;0;0,4;4;4;4;4
665,2,0;0;0;2;2,4;3;3;3;3
670,2,2;2;2;2;2,3;3;3;3;3
675,2,2;2;2;2;2,3;3;3;3;3
680,2,2;2;2;2;2,3;3;3;3;4
685,2,2;2;2;2;2,4;4;4;4;4
690,2,2;2;2;2;2,4;4;4;4;4
