Time,ID,x,y
0,0,0.005027624650493156,0.05501656085561013
0,1,0.005197846668834084,0.3755364704189683
0,2,0.005118505651162082,0.22950546820814655
0,3,0.005008652055440516,-0.01747798649134258
0,4,0.005256215254204354,0.4797481099130746
0,5,0.0049949781012803285,0.009838111232517877
0,6,0.004830003578993101,-0.35989846664085534
0,7,0.005086957061147693,0.169874930022074
0,8,0.005004377335824782,-0.008962438801495609
0,9,0.005095977214975094,-0.18702135747844517
0,10,0.00494910768173122,-0.10317567490419433
0,11,0.004932524167496704,0.13760827487500582
0,12,0.004842964178603291,0.33080613239972323
0,13,0.005015041471650642,0.030166192639493716
0,14,0.004948794829913505,-0.10382173689463514
0,15,0.005097805752760323,0.19048759389004433
0,16,0.005237518980468114,0.44664301719155486
0,17,0.004883876001764047,0.24094161195271857
0,18,0.00517951348192433,-0.3422631668154663
0,19,0.005263285676461581,-0.4922025519749884
1,0,0.009991075553109144,0.05479864985876226
1,1,0.010384904315650482,0.37527751747580873
1,2,0.010227003552017411,0.2292645341132245
1,3,0.010008310130152003,-0.017261966334329304
1,4,0.010501039800427873,0.4794758543684861
1,5,0.009981082998403851,0.010051025831829428
1,6,0.009652499445076464,-0.3600735771563464
1,7,0.010164205502852871,0.169641149714637
1,8,0.00999979857504928,-0.00874738927676743
1,9,0.009995269341614365,-0.18679419747995646
1,10,0.009889738713921393,-0.10337815223693432
1,11,0.00985671181605268,0.13780696894953237
1,12,0.009678319391088526,0.3309842486225718
1,13,0.010021032121006874,0.029948722015200987
1,14,0.00988911566970816,-0.10402414291186907
1,15,0.01018580075592232,0.19025135390511505
1,16,0.010463842495143011,0.4463750281844031
1,17,0.009759816761923813,0.2411291645855684
1,18,0.010348422188263713,-0.34200838271947276
1,19,0.010515106188351223,-0.4919286814377654
2,0,0.014955088876222829,0.05480629694861101
2,1,0.015550301229975041,0.3747825729386611
2,2,0.015315905999967605,0.22880367023608073
2,3,0.01499106322125093,-0.016848314740784673
2,4,0.015722617576278512,0.4789557840225975
2,5,0.014950604291079694,0.010458784901445538
2,6,0.014462058929515857,-0.36040947176239824
2,7,0.015222651077430038,0.16919383156308357
2,8,0.014978415617926387,-0.008335579194462232
2,9,0.014895587566143294,-0.1867786008113102
2,10,0.014814842686471243,-0.10376609528741754
2,11,0.01490333921451458,0.1381983965124009
2,12,0.014830641220621743,0.331349256848238
2,13,0.015009966599228005,0.029532318856039522
2,14,0.01481391654244189,-0.10441195049892657
2,15,0.015254722167116413,0.18979937736776256
2,16,0.015667433479622624,0.44586301325401245
2,17,0.014621676385327052,0.24148873890927935
2,18,0.015496156605423656,-0.3415213182765844
2,19,0.015254874600346089,-0.4914544498815031
3,0,0.01991014264453796,0.05502083595104042
3,1,0.020685992214660366,0.3740729750562583
3,2,0.020378077915472744,0.2281423958606647
3,3,0.01993420591260971,-0.016256128326424774
3,4,0.02091221149406161,0.4782106116504827
3,5,0.01990816740272217,0.011045830548885796
3,6,0.01925456024922309,-0.36089284165176594
3,7,0.020255510852330235,0.1685517865744564
3,8,0.019934340993483877,-0.00774400305951309
3,9,0.019788355801293497,-0.1869573137906256
3,10,0.019719110172919115,-0.10432369755549341
3,11,0.019959368063567608,0.13832771104687466
3,12,0.019991131791287038,0.33143026474463144
3,13,0.01997584393897095,0.028934209345069555
3,14,0.019717891245069574,-0.10496935982228407
3,15,0.020297666586325508,0.18915071791332053
3,16,0.020839778527181843,0.44512924142545407
3,17,0.019464805717513998,0.2420059056755235
3,18,0.020614884948144525,-0.3408228864829832
3,19,0.02000620442897721,-0.49117850498914045
4,0,0.024848928016237344,0.055424812117911906
4,1,0.025786213398169455,0.3731684162892736
4,2,0.025408370383304287,0.2272987373210403
4,3,0.024897559366481234,-0.015923302153505875
4,4,0.02559320750204987,0.47734797251788336
4,5,0.024885788424431475,0.011370687029160293
4,6,0.0240269525828778,-0.36151136982000287
4,7,0.025257876093670584,0.1677323915588514
4,8,0.024863282519225927,-0.0069883699437460105
4,9,0.0246669540322321,-0.18731420339133645
4,10,0.024598651542518307,-0.10503634214971465
4,11,0.025011584139590308,0.13821664313522308
4,12,0.025144886097525278,0.33125140631156097
4,13,0.024914293343224314,0.028170315410903982
4,14,0.024597152401897866,-0.10568176012261356
4,15,0.02530964297218118,0.18832297490132338
4,16,0.025974800581461524,0.44419425663141504
4,17,0.024285779471899804,0.24266731557163587
4,18,0.02569898680616912,-0.3399323905316017
4,19,0.024760441559997005,-0.4910855554398621
5,0,0.029765951497510754,0.05600200678734123
5,1,0.03084702709880293,0.3720869738466924
5,2,0.030403230532454795,0.22628926241259176
5,3,0.029867035277535123,-0.01582921052482539
5,4,0.030306610682217204,0.47671325248450763
5,5,0.029869161129600363,0.011454278797636306
5,6,0.028777057531965265,-0.3622536908281567
5,7,0.030226346426934735,0.16675162481095468
5,8,0.029762236977243832,-0.0060831417617383966
5,9,0.029526371427318444,-0.18783427147425424
5,10,0.029450727336540874,-0.10589056236885218
5,11,0.030049793500039102,0.1378856465233157
5,12,0.030280515676281802,0.3308353883945976
5,13,0.02982226049627786,0.027255292728161733
5,14,0.029448962041723543,-0.10653569029119296
5,15,0.030287198551647812,0.18733232867759303
5,16,0.031068369093352845,0.44307690594667887
5,17,0.029082166850605842,0.24346065907254572
5,18,0.030744613545124082,-0.33886755533021384
5,19,0.02951071542085358,-0.49116120693014353
6,0,0.03465719884307762,0.05673742399356682
6,1,0.035865944821630476,0.370845174844747
6,2,0.0353603775801096,0.2251291423023061
6,3,0.03483156960084144,-0.015954298407084348
6,4,0.03503965597388832,0.47628977312042386
6,5,0.03484706521373955,0.011316442826258656
6,6,0.03350340283637024,-0.36310934154353086
6,7,0.03515872574720692,0.1656241267216684
6,8,0.03462325547476408,-0.005042870027479522
6,9,0.03436291280369112,-0.18850363781703908
6,10,0.034273523222043675,-0.10687398694284754
6,11,0.03506628215185442,0.13735380625714466
6,12,0.035389504859207,0.33020337085622264
6,13,0.03469774625072397,0.026202588323241304
6,14,0.03427150671715906,-0.10751878412464042
6,15,0.03522810797588287,0.18619360163338983
6,16,0.036117894783863944,0.4417944063784939
6,17,0.03409245094083661,0.244420619452229
