Time,Commitment,Opinion,Neighbors
0,1,1,9
5,1,1;1;1;1;1,9;9;9;9;9
10,2,1;2;2;2;2,9;9;9;9;9
15,1,2;1;1;1;1,9;9;9;9;9
20,1,1;1;1;1;1,9;9;9;9;9
25,1,1;1;1;1;1,9;9;9;9;9
30,1,1;1;1;1;1,9;9;10;10;10
35,1,1;1;1;1;1,10;10;10;10;10
40,1,1;1;1;1;1,10;10;10;10;10
45,1,1;1;1;1;1,10;10;10;10;10
50,1,1;1;1;1;1,10;10;10;10;10
55,1,1;1;1;1;1,10;10;10;10;10
60,1,1;1;1;1;1,10;10;10;10;10
65,2,1;0;0;2;2,10;10;10;10;10
70,2,2;2;2;2;2,10;10;10;10;10
75,2,2;2;2;2;2,10;10;10;10;10
80,1,2;0;1;1;1,10;10;10;10;10
85,1,1;1;1;1;1,10;10;10;10;10
90,1,1;1;1;1;1,10;10;10;10;10
95,1,1;1;1;1;1,10;10;10;10;10
100,1,1;1;1;1;1,10;10;10;10;10
105,1,1;1;1;1;1,10;10;10;10;10
110,2,1;0;0;2;2,10;10;10;10;10
115,1,2;1;1;1;1,10;10;10;10;10
120,2,1;0;2;2;2,10;10;10;10;10
125,2,2;2;2;2;2,10;10;10;10;10
130,1,2;1;1;1;1,10;10;10;9;9
135,1,1;1;1;1;1,8;8;8;8;8
140,1,1;1;1;1;1,8;8;9;9;9
145,2,1;0;0;2;2,9;9;9;9;9
150,1,2;1;1;1;1,8;8;8;8;8
155,1,1;1;1;1;1,8;8;8;8;8
160,1,1;1;1;1;1,8;8;8;8;8
165,1,1;1;1;1;1,8;8;8;8;8
170,1,1;1;1;1;1,8;8;8;8;8
175,1,1;1;1;1;1,8;8;8;8;8
180,1,1;1;1;1;1,8;8;8;8;8
185,1,1;1;1;1;1,8;8;8;8;8
190,1,1;1;1;1;1,8;8;8;9;9
195,2,1;0;0;0;2,9;9;9;9;9
200,1,2;1;1;1;1,9;9;9;9;9
205,1,1;1;1;1;1,9;9;9;9;9
210,1,1;1;1;1;1,9;9;9;9;9
215,2,1;0;0;0;2,9;9;9;9;9
220,1,2;1;1;1;1,9;9;9;9;9
225,1,1;1;1;1;1,9;9;9;9;9
230,1,1;1;1;1;1,9;9;9;9;9
235,2,1;0;0;0;2,9;9;9;9;9
240,1,2;1;1;1;1,9;9;9;9;9
245,1,1;1;1;1;1,9;9;9;9;9
250,1,1;1;1;1;1,9;9;9;9;9
255,1,1;1;1;1;1,9;9;9;9;9
260,1,1;1;1;1;1,9;9;9;9;9
265,2,1;0;0;0;0,9;9;9;9;9
270,1,2;1;1;1;1,9;9;9;9;9
275,1,1;1;1;1;1,9;9;9;9;9
280,1,1;1;1;1;1,9;9;9;9;9
285,1,1;1;1;1;1,9;9;9;9;9
290,1,1;1;1;1;1,9;9;9;9;9
295,1,1;1;1;1;1,9;9;9;9;9
300,1,1;1;1;1;1,9;9;9;9;9
305,1,1;1;1;1;1,9;9;9;9;9
310,1,1;1;1;1;1,9;9;9;9;9
315,1,1;1;1;1;1,9;9;9;9;9
320,2,1;0;0;0;0,9;9;9;9;9
325,1,2;1;1;1;1,9;9;9;9;9
330,1,1;1;1;1;1,9;9;9;9;9
335,1,1;1;1;1;1,9;9;9;9;9
340,1,1;1;1;1;1,9;9;9;9;9
345,1,1;1;1;1;1,9;9;9;9;9
350,1,1;1;1;1;1,9;9;9;9;9
355,1,1;1;1;1;1,9;9;9;9;9
360,1,1;1;1;1;1,9;9;9;9;9
365,1,1;1;1;1;1,9;9;9;9;9
370,1,1;1;1;1;1,9;9;9;9;9
375,1,1;1;1;1;1,9;9;9;9;9
380,1,1;1;1;1;1,9;9;9;9;9
385,1,1;1;1;1;1,9;9;9;9;9
390,1,1;1;1;1;1,9;9;9;9;9
395,1,1;1;1;1;1,9;9;9;9;9
